,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,authors,n_citation,doi,url,pdf,conf,fos,year,pool,topic,labels
3521,3521,3521,3521,40176.0,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data,John D. LaffertyAndrew McCallum ; Fernando C. N. Pereira ; ,9358,,,,International Conference on Machine Learning,Conditional random field=0.62384 ; Maximum-entropy Markov model=0.67097 ; Sequence labeling=0.60157 ; Markov property=0.60262 ; Pattern recognition=0.4512 ; Computer science=0.42981 ; Markov model=0.60902 ; Variable-order Markov model=0.71786 ; Artificial intelligence=0.0 ; Graphical model=0.64786 ; Conditional entropy=0.59992 ; Machine learning=0.44912 ; ,2001,A,ML,mo
3522,3522,3522,3522,40181.0,Dual Estimation and the Unscented Transformation,Eric A. WanRudolph van der Merwe ; Alex T. Nelson ; ,158,,,,Neural Information Processing Systems,Extended Kalman filter=0.66737 ; Nonlinear system=0.46056 ; Fast Kalman filter=0.59183 ; Computer science=0.4181 ; Control theory=0.45391 ; Unscented transform=0.67433 ; Kalman filter=0.57547 ; Artificial intelligence=0.0 ; Invariant extended Kalman filter=0.6566 ; Artificial neural network=0.49104 ; Machine learning=0.43174 ; Computational complexity theory=0.49172 ; ,1999,A,ML,mo
3523,3523,3523,3523,40191.0,Action Elimination and Stopping Conditions for the Multi-Armed Bandit and Reinforcement Learning Problems,Eyal Even-DarShie Mannor ; Yishay Mansour ; ,220,,,,Journal of Machine Learning Research,Mathematical optimization=0.44673 ; Upper and lower bounds=0.49515 ; Statistical Confidence=0.0 ; Robustness (computer science)=0.4936 ; Bellman equation=0.4725 ; Artificial intelligence=0.0 ; Multi-armed bandit=0.62103 ; Confidence interval=0.49464 ; Machine learning=0.43324 ; Mathematics=0.40621 ; Speedup=0.48601 ; Reinforcement learning=0.60465 ; ,2006,A,ML,ml
3524,3524,3524,3524,40193.0,"Replicator Equations, Maximal Cliques, and Graph Isomorphism",Marcello Pelillo,136,10.1162/089976699300016034,,,Neural Information Processing Systems,Graph isomorphism=0.58759 ; Computer science=0.42537 ; Artificial intelligence=0.0 ; Clique problem=0.57722 ; Graph isomorphism problem=0.54277 ; Subgraph isomorphism problem=0.61708 ; Graph theory=0.55489 ; Discrete mathematics=0.4656 ; Combinatorics=0.46314 ; Mathematical optimization=0.45368 ; Clique=0.59923 ; Maximum common subgraph isomorphism problem=0.61432 ; Machine learning=0.41561 ; Clique (graph theory)=0.5952 ; ,1998,A,ML,mo
3525,3525,3525,3525,40208.0,Beyond the point cloud: from transductive to semi-supervised learning,Vikas SindhwaniPartha Niyogi ; Mikhail Belkin ; ,354,10.1145/1102351.1102455,,,International Conference on Machine Learning,Transduction (machine learning)=0.66173 ; Online machine learning=0.60568 ; Stability (learning theory)=0.60401 ; Instance-based learning=0.60135 ; Semi-supervised learning=0.73643 ; Active learning (machine learning)=0.60182 ; Pattern recognition=0.44955 ; Computer science=0.44774 ; Supervised learning=0.59235 ; Unsupervised learning=0.6461 ; Artificial intelligence=0.0 ; Machine learning=0.46911 ; ,2005,A,ML,ml
3526,3526,3526,3526,40216.0,Accelerated Neural Evolution through Cooperatively Coevolved Synapses,Faustino GomezJürgen Schmidhuber ; Risto Miikkulainen ; ,232,,,,Journal of Machine Learning Research,Evolutionary algorithm=0.49844 ; Nonlinear control=0.44661 ; Computer science=0.43115 ; Cooperative coevolution=0.56623 ; Recurrent neural network=0.5162 ; Artificial intelligence=0.45213 ; Neuroevolution=0.71289 ; Artificial neural network=0.50825 ; Genetic algorithm=0.47136 ; Machine learning=0.4418 ; Reinforcement learning=0.54225 ; ,2008,A,ML,ml
3527,3527,3527,3527,40223.0,Determinants of behavioral intention to mobile banking,Ja-Chul GuSang-Chul Lee ; Yung-Ho Suh ; ,363,10.1016/j.eswa.2009.03.024,,,Expert Systems With Applications,Mobile technology=0.59452 ; Financial information=0.0 ; Structural equation modeling=0.46812 ; Computer science=0.41169 ; Technology acceptance model=0.5219 ; Knowledge management=0.4552 ; Mobile banking=0.68404 ; ,2009,B,None,ml
3528,3528,3528,3528,40226.0,Learning from Demonstration,Stefan Schaal,305,,,,Neural Information Processing Systems,Robot learning=0.66474 ; Multi-task learning=0.59948 ; Instance-based learning=0.59629 ; Active learning (machine learning)=0.61709 ; Computer science=0.45222 ; Unsupervised learning=0.61233 ; Artificial intelligence=0.46049 ; Proactive learning=0.59684 ; Machine learning=0.45556 ; Learning classifier system=0.63266 ; Reinforcement learning=0.62638 ; ,1996,A,ML,ml
3529,3529,3529,3529,40231.0,Decentralized PDC for large-scale T-S fuzzy systems,W.-J. WangWei-Wei Lin ; ,104,10.1109/TFUZZ.2005.859309,,,IEEE Transactions on Fuzzy Systems,Lyapunov criterion=0.0 ; Nonlinear system=0.48209 ; Nonnegative matrix=0.48764 ; Matrix (mathematics)=0.47985 ; Control theory=0.46552 ; Exponential stability=0.50523 ; Fuzzy control system=0.59697 ; Interconnection=0.43667 ; Mathematics=0.40255 ; Stability theory=0.49431 ; ,2005,B,None,mo
3530,3530,3530,3530,40242.0,Fuzzy-set based models of neurons and knowledge-based networks,W. PedryczA.F. Rocha ; ,142,10.1109/91.251926,,,IEEE Transactions on Fuzzy Systems,Neuro-fuzzy=0.50737 ; Domain knowledge=0.4896 ; Knowledge-based systems=0.47715 ; Fuzzy set=0.50435 ; Network topology=0.48941 ; Theoretical computer science=0.45168 ; Computational model=0.47982 ; Operator (computer programming)=0.46055 ; Artificial intelligence=0.44967 ; Artificial neural network=0.50891 ; Machine learning=0.43948 ; Mathematics=0.38076 ; ,1993,B,AI,ml
3531,3531,3531,3531,40249.0,Fuzzy descriptor systems and nonlinear model following control,T. TaniguchiK. Tanaka ; H.O. Wang ; ,256,10.1109/91.868950,,,IEEE Transactions on Fuzzy Systems,Neuro-fuzzy=0.61957 ; Mathematical optimization=0.45771 ; Defuzzification=0.63027 ; Fuzzy set operations=0.6353 ; Control theory=0.46979 ; Fuzzy logic=0.6097 ; Stability conditions=0.48157 ; Fuzzy control system=0.62671 ; Servo control=0.49104 ; Fuzzy number=0.64228 ; Mathematics=0.40303 ; ,2000,B,None,mo
3532,3532,3532,3532,40256.0,Artificial bee colony algorithm for small signal model parameter extraction of MESFET,Samrat L. SabatSiba K. Udgata ; Ajith Abraham ; ,103,10.1016/j.engappai.2010.01.020,,,Engineering Applications of Artificial Intelligence,Particle swarm optimization=0.56317 ; Artificial bee colony algorithm=0.65948 ; Mathematical optimization=0.43746 ; Computer science=0.3982 ; Robust optimization=0.49223 ; Swarm intelligence=0.55393 ; Multi-swarm optimization=0.56475 ; Artificial intelligence=0.0 ; MESFET=0.50701 ; Machine learning=0.41455 ; Equivalent circuit=0.47816 ; Metaheuristic=0.57487 ; ,2010,B,ML,mo
3533,3533,3533,3533,40266.0,A robust stabilization problem of fuzzy control systems and its application to backing up control of a truck-trailer,K. TanakaM. Sano ; ,677,10.1109/91.277961,,,IEEE Transactions on Fuzzy Systems,Lyapunov function=0.55434 ; Control theory=0.56366 ; Mathematical optimization=0.46496 ; Control theory=0.48206 ; Fuzzy logic=0.57855 ; Stability conditions=0.50795 ; Fuzzy control system=0.59684 ; Control system=0.52588 ; Fuzzy number=0.6162 ; Robust control=0.66553 ; Mathematics=0.40321 ; ,1994,B,None,mo
3534,3534,3534,3534,40268.0,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,Alexey DosovitskiyJost Tobias Springenberg ; Martin Riedmiller ; Thomas Brox ; ,254,,,,Neural Information Processing Systems,Semi-supervised learning=0.70315 ; Pattern recognition=0.47383 ; Convolutional neural network=0.64963 ; Computer science=0.42865 ; Unsupervised learning=0.72056 ; Artificial intelligence=0.0 ; Supervised training=0.0 ; Deep learning=0.71715 ; Discriminative model=0.57068 ; Feature learning=0.65807 ; Machine learning=0.46925 ; Cognitive neuroscience of visual object recognition=0.50656 ; ,2014,A,ML,ml
3535,3535,3535,3535,40274.0,Multiple algorithms for fraud detection,R. WheelerS. Aitken ; ,105,10.1016/S0950-7051(00)00050-2,,,Knowledge Based Systems,Data mining=0.47956 ; Suite=0.47456 ; Computer science=0.47283 ; Algorithm=0.45469 ; Filter (signal processing)=0.44873 ; Probabilistic analysis of algorithms=0.61024 ; Neighbourhood (mathematics)=0.43734 ; Artificial intelligence=0.0 ; Case-based reasoning=0.57727 ; Machine learning=0.47954 ; ,2000,B,ML,ml
3536,3536,3536,3536,40284.0,Learning from Multiple Sources,Koby CrammerMichael Kearns ; Jennifer Wortman ; ,168,,,,Journal of Machine Learning Research,Online machine learning=0.57663 ; Algorithmic learning theory=0.58668 ; Stability (learning theory)=0.58005 ; Semi-supervised learning=0.58767 ; Regression=0.45114 ; Unsupervised learning=0.56917 ; Artificial intelligence=0.0 ; Triangle inequality=0.48363 ; Computational learning theory=0.56986 ; Mathematics=0.40901 ; Machine learning=0.45725 ; ,2008,A,ML,ml
3537,3537,3537,3537,40285.0,Robust Adaptive Sliding-Mode Control for Fuzzy Systems With Mismatched Uncertainties,Jinhui ZhangPeng Shi ; Yuanqing Xia ; ,195,10.1109/TFUZZ.2010.2047506,,,IEEE Transactions on Fuzzy Systems,Mathematical optimization=0.46425 ; Matrix (mathematics)=0.46923 ; Control theory=0.47982 ; Fuzzy control system=0.58057 ; Adaptive control=0.62544 ; Control system=0.55416 ; Robust control=0.63453 ; Convex optimization=0.55932 ; Mathematics=0.39689 ; Bounded function=0.51599 ; Sliding mode control=0.59998 ; ,2010,B,None,mo
3538,3538,3538,3538,40308.0,Formation path following control of unicycle-type mobile robots,Jawhar GhommamHasan Mehrjerdi ; Maarouf Saad ; Faiçal Mnif ; ,104,10.1016/j.robot.2009.10.007,,,Robotics and Autonomous Systems,Robot control=0.67997 ; Control theory=0.56797 ; Synchronization=0.46149 ; Kinematics=0.48575 ; Computer science=0.42479 ; Simulation=0.45287 ; Adaptive control=0.52999 ; Control system=0.50007 ; Robot=0.55252 ; Mobile robot=0.64296 ; ,2010,B,None,ml
3539,3539,3539,3539,40309.0,Back Propagation is Sensitive to Initial Conditions,John F. KolenJordan B. Pollack ; ,134,,,,Neural Information Processing Systems,Convergence (routing)=0.49535 ; Magnitude (mathematics)=0.46922 ; Monte Carlo method=0.57084 ; Mathematical optimization=0.44892 ; Simple function=0.48842 ; Initial value problem=0.58486 ; Artificial intelligence=0.0 ; Backpropagation=0.48548 ; Weight space=0.0 ; Machine learning=0.41704 ; Mathematics=0.41107 ; ,1990,A,ML,ml
3540,3540,3540,3540,40311.0,Learning Gaussian processes from multiple tasks,Kai YuVolker Tresp ; Anton Schwaighofer ; ,308,10.1145/1102351.1102479,,,International Conference on Machine Learning,Variable-order Bayesian network=0.60544 ; Pattern recognition=0.45811 ; Linear model=0.50601 ; Computer science=0.45154 ; Nonparametric statistics=0.5195 ; Equivalence (measure theory)=0.50307 ; Parametric statistics=0.51046 ; Artificial intelligence=0.0 ; Gaussian process=0.54491 ; Empirical research=0.44916 ; Machine learning=0.47147 ; Bayesian probability=0.50044 ; ,2005,A,ML,ml
3541,3541,3541,3541,40319.0,Design principles for intelligent environments,Michael H. Coen,285,,,,National Conference on Artificial Intelligence,Design elements and principles=0.0 ; Intelligent decision support system=0.6548 ; Computer science=0.46646 ; Successor cardinal=0.47635 ; Human–computer interaction=0.47817 ; Computation=0.4357 ; ,1998,C,None,ml
3542,3542,3542,3542,40331.0,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,Noam ShentalAharon Bar-hillel ; Tomer Hertz ; Daphna Weinshall ; ,213,,,,Neural Information Processing Systems,Density estimation=0.51046 ; Data point=0.49921 ; Mathematical optimization=0.46793 ; Data set=0.44819 ; Computer science=0.444 ; Markov chain=0.51526 ; Equivalence (measure theory)=0.54312 ; Constrained clustering=0.64567 ; Artificial intelligence=0.0 ; Cluster analysis=0.55555 ; Mixture model=0.55726 ; Machine learning=0.453 ; ,2003,A,ML,mo
3543,3543,3543,3543,40334.0,A logic of implicit and explicit belief,Hector J. Levesque,499,,,,National Conference on Artificial Intelligence,Body of knowledge=0.59037 ; Knowledge representation and reasoning=0.62838 ; Computer science=0.45969 ; Artificial intelligence=0.46645 ; Syntax=0.48585 ; Machine learning=0.45667 ; ,1984,C,AI,ml
3544,3544,3544,3544,40337.0,Development a new mutation operator to solve the Traveling Salesman Problem by aid of Genetic Algorithms,Murat AlbayrakNovruz Allahverdi ; ,121,10.1016/j.eswa.2010.07.006,,,Expert Systems With Applications,Genetic operator=0.60093 ; Mathematical optimization=0.42002 ; New mutation=0.0 ; Algorithm=0.42167 ; Greedy algorithm=0.53829 ; Travelling salesman problem=0.52452 ; Operator (computer programming)=0.52654 ; Artificial intelligence=0.0 ; Genetic algorithm=0.49842 ; Machine learning=0.39067 ; Mathematics=0.39335 ; Mutation operator=0.0 ; ,2011,B,ML,mo
3545,3545,3545,3545,40349.0,Dynamic restart policies,Henry KautzEric Horvitz ; Yongshao Ruan ; Carla Gomes ; Bart Selman ; ,112,,,,National Conference on Artificial Intelligence,Mathematical optimization=0.46975 ; Computer science=0.4608 ; Probability distribution=0.52191 ; Bayesian network=0.54549 ; Artificial intelligence=0.0 ; Solver=0.54219 ; Zero-knowledge proof=0.4415 ; Empirical research=0.47447 ; Machine learning=0.46341 ; Bayesian probability=0.51542 ; ,2002,C,ML,mo
3546,3546,3546,3546,40351.0,FastSLAM: a factored solution to the simultaneous localization and mapping problem,Michael MontemerloSebastian Thrun ; Daphne Koller ; Ben Wegbreit ; ,1572,,,,National Conference on Artificial Intelligence,Computer science=0.43163 ; Posterior probability=0.50058 ; Artificial intelligence=0.0 ; Simultaneous localization and mapping=0.57326 ; Recursion=0.45196 ; Computer vision=0.46066 ; Mathematical optimization=0.4387 ; Kalman filter=0.51281 ; Bayesian network=0.47512 ; Robot=0.48912 ; Landmark=0.48415 ; Monte Carlo localization=0.59756 ; Machine learning=0.44654 ; ,2002,C,AI,ml
3547,3547,3547,3547,40352.0,Online convex programming and generalized infinitesimal gradient ascent,Martin Zinkevich,1141,,,,International Conference on Machine Learning,Discrete mathematics=0.45781 ; Mathematical optimization=0.45933 ; Convex combination=0.67479 ; Convex hull=0.67023 ; Convex set=0.69323 ; Subderivative=0.68841 ; Proper convex function=0.70188 ; Conic optimization=0.66141 ; Convex optimization=0.67005 ; Convex analysis=0.69317 ; Mathematics=0.42138 ; ,2003,A,None,mo
3548,3548,3548,3548,40361.0,A Survey on Analysis and Design of Model-Based Fuzzy Control Systems,Gang Feng,1224,10.1109/TFUZZ.2006.883415,,,IEEE Transactions on Fuzzy Systems,Fuzzy electronics=0.71407 ; Lyapunov function=0.47308 ; Neuro-fuzzy=0.68022 ; Control theory=0.44484 ; Fuzzy set operations=0.71398 ; Fuzzy logic=0.69026 ; Adaptive control=0.55215 ; Fuzzy control system=0.68134 ; Adaptive neuro fuzzy inference system=0.63044 ; Mathematics=0.38552 ; ,2006,B,None,mo
3549,3549,3549,3549,40369.0,Using decision trees to improve case-based learning,Claire Cardie,232,10.1016/B978-1-55860-307-3.50010-1,,,International Conference on Machine Learning,Decision tree=0.61436 ; Pattern recognition=0.46361 ; Computer science=0.46422 ; A priori and a posteriori=0.46641 ; Artificial intelligence=0.0 ; Conceptual clustering=0.60506 ; ID3 algorithm=0.62195 ; Decision engineering=0.58057 ; Machine learning=0.48579 ; Decision tree learning=0.6478 ; Decision stump=0.63822 ; Incremental decision tree=0.62978 ; ,1993,A,ML,ml
3550,3550,3550,3550,40373.0,Mining association rules procedure to support on-line recommendation by customers and products fragmentation,S.Wesley ChangchienTzu-Chuen Lu ; ,140,10.1016/S0957-4174(01)00017-3,,,Expert Systems With Applications,Data mining=0.45724 ; Computer science=0.4521 ; Communication channel=0.42687 ; Rough set=0.47236 ; Association rule learning=0.56936 ; Artificial neural network=0.42403 ; Cluster analysis=0.5095 ; Database transaction=0.57068 ; Data records=0.0 ; Database=0.46443 ; The Internet=0.53837 ; ,2001,B,ML,ml
3551,3551,3551,3551,40376.0,Deflation Methods for Sparse PCA,Lester W. Mackey,130,,,,Neural Information Processing Systems,Mathematical optimization=0.44598 ; Sparse PCA=0.64776 ; Matrix (mathematics)=0.43569 ; Computer science=0.4265 ; Deflation=0.46572 ; Artificial intelligence=0.0 ; Analogy=0.40999 ; Optimization problem=0.51143 ; Maximization=0.48904 ; Machine learning=0.44501 ; ,2008,A,ML,mo
3552,3552,3552,3552,40387.0,Supervised clustering with support vector machines,Thomas FinleyThorsten Joachims ; ,171,10.1145/1102351.1102379,,,International Conference on Machine Learning,Fuzzy clustering=0.75467 ; Data mining=0.4672 ; CURE data clustering algorithm=0.72983 ; Computer science=0.4415 ; Artificial intelligence=0.0 ; Cluster analysis=0.74866 ; Single-linkage clustering=0.74207 ; Canopy clustering algorithm=0.75992 ; Data stream clustering=0.72596 ; Correlation clustering=0.74884 ; Pattern recognition=0.46296 ; Constrained clustering=0.72547 ; Machine learning=0.47005 ; ,2005,A,ML,mo
3553,3553,3553,3553,40389.0,Spatial Latent Dirichlet Allocation,Xiaogang WangEric Grimson ; ,202,,,,Neural Information Processing Systems,Spatial analysis=0.5102 ; Latent Dirichlet allocation=0.66487 ; Bag-of-words model in computer vision=0.62824 ; Computer science=0.44709 ; A priori and a posteriori=0.46374 ; Natural language processing=0.46478 ; Artificial intelligence=0.0 ; Topic model=0.67233 ; Hidden variable theory=0.46098 ; Language model=0.54111 ; Machine learning=0.45986 ; Visual Word=0.54227 ; ,2007,A,ML,ml
3554,3554,3554,3554,40392.0,Learning to Play the Game of Chess,Sebastian Thrun,129,,,,Neural Information Processing Systems,Competitive learning=0.67141 ; Nervous system network models=0.62802 ; Neural network learning=0.0 ; Computer science=0.44481 ; Types of artificial neural networks=0.65126 ; Artificial intelligence=0.47295 ; Artificial neural network=0.64061 ; Strengths and weaknesses=0.49413 ; Machine learning=0.46145 ; ,1994,A,AI,ml
